Nr okręgu,Nr obwodu,Nazwa,Siedziba,Typ,Granice,Liczba mieszkańców,Liczba wyborców,PR - liczba wyborców,PR - liczba kart w urnie,RM - liczba wyborców,RM - liczba kart w urnie
4,127,Szkoła Podstawowa nr 64 im. Marii Konopnickiej,os. Orła Białego 120 Poznań,stały,"ul. Bobrzańska nieparzyste 19 - 21, parzyste 20 - 30, ul. Bolesława Krzywoustego parzyste 68 - 72, ul. Dziadoszańska wszystkie adresy, ul. Lubuszańska wszystkie adresy, ul. Obodrzycka nieparzyste 61 - 61F, os. Orła Białego nieparzyste 75, 79 - 101, parzyste 44, 74, 78 - 100, ul. Pyrzyczańska wszystkie adresy, ul. Ślężańska wszystkie adresy",2341,1971,1953,1135,1953,1142
4,128,Zespół Szkół Ogólnokształcących nr 2 im. Charles de Gaulle`a,ul. Tarnowska 27 Poznań,stały,"ul. Bolesława Krzywoustego parzyste 110 - 116, ul. Bychawska wszystkie adresy, ul. Dębicka wszystkie adresy, ul. Garaszewo wszystkie adresy, ul. Gorlicka wszystkie adresy, ul. Janowska wszystkie adresy, ul. Jarosławska wszystkie adresy, ul. Jedlicka wszystkie adresy, ul. Krotoszyńska wszystkie adresy, ul. Krzesiny wszystkie adresy, ul. Leżajska wszystkie adresy, ul. Lubelska wszystkie adresy, ul. Mielecka wszystkie adresy, ul. Nad Krzesinką wszystkie adresy, ul. Niżańska wszystkie adresy, ul. Nowotarska wszystkie adresy, ul. Okólna wszystkie adresy, ul. Ostrowska parzyste 300, ul. Pabianicka wszystkie adresy, ul. Pokrzywno wszystkie adresy, ul. Poprzeczna wszystkie adresy, ul. Pruszkowska wszystkie adresy, ul. Przeskok wszystkie adresy, ul. Przeworska wszystkie adresy, ul. Pustkowska wszystkie adresy, ul. Rakietowa wszystkie adresy, ul. Ropczycka wszystkie adresy, ul. Rudzka wszystkie adresy, ul. Rymanowska wszystkie adresy, ul. Sanocka wszystkie adresy, ul. Silniki nieparzyste 3, ul. Skrzydlata wszystkie adresy, ul. Strzyżowska wszystkie adresy, ul. Śmigi nieparzyste 3 - 45, parzyste 2 - 2a, 4a - 10, ul. Tarnowska nieparzyste 13 - 33, parzyste 22 - 38, ul. Torowa wszystkie adresy, ul. Wybieg wszystkie adresy, ul. Żurawicka wszystkie adresy",2118,1651,1647,930,1647,928
4,129,Zespół Szkół z Oddziałami Sportowymi nr 5,ul. Głuszyna 187 Poznań,stały,"ul. Aleksandra Gabszewicza wszystkie adresy, ul. Głuszyna nieparzyste 255 - 259, 261 - 271, 279, parzyste 208 - 232B, ul. Kopylnik wszystkie adresy, ul. Silniki nieparzyste 1, ul. Sypniewo wszystkie adresy",1819,1452,1461,745,1461,745
4,130,Zespół Szkół z Oddziałami Sportowymi nr 5,ul. Głuszyna 187 Poznań,stały,"ul. Babicka wszystkie adresy, ul. Daszewicka wszystkie adresy, ul. Głuszyna nieparzyste 123 - 129a, 131 - 221, 223 - 253, 273, parzyste 130 - 196c, 198a - 206a",2041,1673,1676,961,1676,963
4,131,Szkoła Podstawowa nr 63 im. Ksawerego Zakrzewskiego,ul. Starołęcka 142 Poznań,stały,"ul. Andrychowska wszystkie adresy, ul. Białobrzeska wszystkie adresy, ul. Bronisława Malinowskiego wszystkie adresy, ul. Czernichowska wszystkie adresy, ul. Ćmielowska wszystkie adresy, ul. Działoszycka wszystkie adresy, ul. Głuszyna nieparzyste 1 - 63, parzyste 4 - 58, ul. Henryka Arctowskiego wszystkie adresy, ul. Ignacego Domeyki wszystkie adresy, ul. Jana Czekanowskiego wszystkie adresy, ul. Klimontowska wszystkie adresy, ul. Lachowicka wszystkie adresy, ul. Leska wszystkie adresy, ul. Lipnicka wszystkie adresy, ul. Lubartowska wszystkie adresy, ul. Łysogórska wszystkie adresy, ul. Mysłowicka wszystkie adresy, ul. Ożarowska nieparzyste 39 - 43, parzyste 38 - 134, 142, ul. Pawła Strzeleckiego wszystkie adresy, ul. Połaniecka wszystkie adresy, ul. Rozwadowska wszystkie adresy, ul. Rydzowa wszystkie adresy, ul. Skawińska wszystkie adresy, ul. Solecka wszystkie adresy, ul. Starołęcka nieparzyste 165 - 233, 235 - 321, parzyste 160 - 312b, ul. Starosądecka wszystkie adresy, ul. Staszowska wszystkie adresy, ul. Stefana Szolca-Rogozińskiego wszystkie adresy, ul. Śmigi nieparzyste 1, ul. Tarnobrzeska wszystkie adresy, ul. Tomaszowska wszystkie adresy, ul. Tony Halika wszystkie adresy, ul. Treblińska wszystkie adresy, ul. Tyczyńska wszystkie adresy, ul. Wacława Rzewuskiego wszystkie adresy, ul. Wadowicka wszystkie adresy, ul. Zemborzycka wszystkie adresy",2417,1972,1987,959,1987,957
4,132,Szkoła Podstawowa nr 59 im. gen. J. H. Dąbrowskiego,ul. Baranowska 1 Poznań,stały,"ul. Baranowska wszystkie adresy, ul. Chęcińska wszystkie adresy, ul. Dęblińska wszystkie adresy, ul. Dziedzicka nieparzyste 39 - 45, parzyste 38 - 40, ul. Hrubieszowska wszystkie adresy, ul. Iłżańska wszystkie adresy, ul. Jędrzejowska wszystkie adresy, ul. Kielecka wszystkie adresy, ul. Koprzywnicka wszystkie adresy, ul. Korczyńska wszystkie adresy, ul. Kozienicka wszystkie adresy, ul. Miechowska wszystkie adresy, ul. Minikowo nieparzyste 11 - 55a, parzyste 10 - 46, ul. Nowosądecka wszystkie adresy, ul. Olkuska wszystkie adresy, ul. Opatowska wszystkie adresy, ul. Opoczyńska parzyste 2 - 8, ul. Oświęcimska wszystkie adresy, ul. Ożarowska parzyste 2 - 26, ul. Pińczowska wszystkie adresy, ul. Piotrowska wszystkie adresy, ul. Przedborska wszystkie adresy, ul. Puławska wszystkie adresy, ul. Radomska wszystkie adresy, ul. Sandomierska wszystkie adresy, ul. Szydłowiecka wszystkie adresy, ul. Warecka wszystkie adresy, ul. Wiślicka wszystkie adresy, ul. Władysława Kotwicza nieparzyste 1 - 25, ul. Wolbromska wszystkie adresy, ul. Zamojska wszystkie adresy, ul. Żeglarska nieparzyste 45 - 69, parzyste 44 - 78, ul. Żorska nieparzyste 45a - 67, parzyste 40 - 50a",2464,2000,2001,1256,2001,1253
4,133,Wielkopolskie Stowarzyszenie Sportowe,ul. Starołęcka 36/38 Poznań,stały,"ul. Bystra nieparzyste 1 - 47b, parzyste 44 - 46, ul. Czysta wszystkie adresy, ul. Falista wszystkie adresy, ul. Forteczna nieparzyste 43 - 53, ul. Gładka wszystkie adresy, ul. Gołężycka nieparzyste 23 - 95, parzyste 26 - 26c, ul. Obodrzycka nieparzyste 67 - 75, parzyste 74, 78 - 80, ul. Ochota wszystkie adresy, ul. Okopowa nieparzyste 15, parzyste 14, ul. Pochyła wszystkie adresy, ul. Podmiejska nieparzyste 1 - 19, ul. Romana Maya nieparzyste 1 - 79, 155 - 159, parzyste 18 - 74, ul. Równa wszystkie adresy, ul. Sarbinowska wszystkie adresy, ul. Starołęcka nieparzyste 1 - 33, parzyste 2/4 - 56, ul. Śliska wszystkie adresy, ul. Unii Lubelskiej wszystkie adresy, ul. Wagrowska wszystkie adresy, ul. Warowna parzyste 12 - 16",2290,1876,1878,955,1878,954
4,134,Przedszkole nr 15 „Calineczka”,ul. św. Antoniego 42 Poznań,stały,"ul. Bystra parzyste 8 - 42, ul. Dziedzicka nieparzyste 1 - 37b, parzyste 2 - 36, ul. Faszynowa wszystkie adresy, ul. Forteczna nieparzyste 1 - 41, parzyste 2 - 48, ul. Gołężycka parzyste 132, ul. Korbielowska wszystkie adresy, ul. Książęca wszystkie adresy, ul. Makoszowska wszystkie adresy, ul. Marklowicka wszystkie adresy, ul. Masztowa wszystkie adresy, ul. Minikowo nieparzyste 7, parzyste 2 - 8B, ul. Nad Starynką wszystkie adresy, ul. Nagłowicka wszystkie adresy, ul. Okopowa nieparzyste 1 - 5, parzyste 2 - 12, ul. Opoczyńska nieparzyste 1 - 15, ul. Orląt wszystkie adresy, ul. Podmiejska parzyste 2 - 20, ul. Romana Maya nieparzyste 85 - 139, parzyste 80 - 156, ul. Skoczowska wszystkie adresy, ul. Starołęcka nieparzyste 35 - 149, parzyste 58 - 100, 100c - 142, ul. Sułkowicka wszystkie adresy, ul. Szopienicka wszystkie adresy, ul. św. Antoniego wszystkie adresy, ul. Warowna parzyste 4, ul. Władysława Kotwicza parzyste 2 - 30, ul. Żeglarska nieparzyste 1 - 39a, parzyste 4 - 42b, ul. Żorska nieparzyste 1 - 41, parzyste 2 - 38a, ul. Żywiecka wszystkie adresy",2369,1882,1901,1070,1901,1070
4,135,Technikum nr 19 im. Marszałka Józefa Piłsudskiego,ul. 28 Czerwca 1956 r. 352/360 Poznań,stały,"ul. 28 Czerwca 1956 r. nieparzyste 419 - 441a, ul. Bukowa parzyste 14, os. Dębina wszystkie adresy, ul. Dolna Wilda nieparzyste 103, ul. Łozowa nieparzyste 101",2411,2042,2043,1151,2043,1150
4,136,Zespół Szkolno-Przedszkolny nr 2,ul. Łozowa 77 Poznań,stały,"ul. Azaliowa nieparzyste 3 - 7, ul. Błogosławionej Poznańskiej Piątki wszystkie adresy, ul. Kasztanowa wszystkie adresy, ul. Limbowa nieparzyste 13 - 21, ul. Łozowa nieparzyste 77 - 99, parzyste 80 - 104, ul. Orzechowa wszystkie adresy, ul. Osinowa parzyste 2 - 10c, 12d, 14a, ul. Platanowa wszystkie adresy",2329,2031,2050,1079,2050,1079
4,137,Gimnazjum nr 43 im. Poznańskiego Towarzystwa Przyjaciół Nauk,ul. Łozowa 53 Poznań,stały,"ul. Bławatkowa wszystkie adresy, ul. Chabrowa wszystkie adresy, ul. Chmielna wszystkie adresy, ul. Czechosłowacka nieparzyste 1 - 27, parzyste 2 - 18, 24 - 32, ul. Dębowa wszystkie adresy, ul. Konwaliowa wszystkie adresy, ul. Ku Dębinie wszystkie adresy, ul. Łozowa nieparzyste 21 - 53, ul. Makowa wszystkie adresy, ul. Malinowa wszystkie adresy, ul. Modrakowa parzyste 8 - 10, ul. Osinowa nieparzyste 9 - 13b, parzyste 12 - 12c, 14, ul. Rozmarynowa wszystkie adresy, ul. św. Szczepana nieparzyste 11 - 57, parzyste 20 - 56, ul. Wiklinowa wszystkie adresy",2333,1957,1955,1042,1955,1037
4,138,Szkoła Podstawowa nr 84 im. Tadeusza Kościuszki,ul. św. Szczepana 3 Poznań,stały,"ul. 28 Czerwca 1956 r. nieparzyste 291 - 333, parzyste 290 - 320, ul. Czechosłowacka nieparzyste 31 - 43, parzyste 40 - 52, ul. Jaworowa nieparzyste 15 - 31, parzyste 30 - 50, ul. Klonowa wszystkie adresy, ul. Konarowa wszystkie adresy, ul. Łozowa parzyste 20 - 52, ul. Opolska nieparzyste 1, ul. św. Szczepana nieparzyste 1 - 9, parzyste 2 - 16",2361,2001,2017,1013,2017,1013
4,139,Technikum nr 19 im. Marszałka Józefa Piłsudskiego,ul. 28 Czerwca 1956 r. 352/360 Poznań,stały,"ul. 28 Czerwca 1956 r. nieparzyste 341 - 349, parzyste 328 - 420, ul. Azaliowa nieparzyste 1, parzyste 2 - 10, ul. Bukowa nieparzyste 1 - 9, parzyste 2 - 12b, ul. Cedrowa wszystkie adresy, ul. Czechosłowacka nieparzyste 29, 51, ul. Jaworowa nieparzyste 43 - 51, parzyste 52 - 82, ul. Kalinowa wszystkie adresy, ul. Laskowa wszystkie adresy, ul. Limbowa nieparzyste 1 - 11, parzyste 2, ul. Łozowa parzyste 58 - 78, ul. Racjonalizatorów wszystkie adresy, ul. Samotna nieparzyste 1, 3, parzyste 2 - 6, ul. Żurawinowa wszystkie adresy",2600,2144,2147,1124,2147,1124
4,140,Zespół Szkolno-Przedszkolny nr 3,ul. Jesionowa 14 Poznań,stały,"ul. Alojzego Nowaka wszystkie adresy, ul. Będzińska wszystkie adresy, ul. Emilii Plater wszystkie adresy, ul. Gliwicka wszystkie adresy, ul. Hugona Kołłątaja parzyste 2 - 42, ul. Jana Ludygi-Laskowskiego wszystkie adresy, ul. Józefa Rymera wszystkie adresy, ul. Kluczborska wszystkie adresy, ul. ks. Kazimierza Waseli wszystkie adresy, ul. Ludwika Krzywickiego wszystkie adresy, ul. Opolska nieparzyste 73 - 151, parzyste 74 - 108/110, ul. Oskara Kolberga wszystkie adresy, ul. Reczeńska wszystkie adresy, ul. Samotna nieparzyste 1a, ul. Stefana Okrzei wszystkie adresy, ul. Stefanii Sempołowskiej wszystkie adresy, ul. Sulechowska wszystkie adresy, ul. Tadeusza Kotarbińskiego wszystkie adresy, ul. Teodora Tyca wszystkie adresy, ul. Walerego Wróblewskiego wszystkie adresy, ul. Wieluńska wszystkie adresy, ul. Więzowska nieparzyste 15, parzyste 2 - 18, ul. Wincentego Styczyńskiego wszystkie adresy, ul. Władysława Zamoyskiego wszystkie adresy, ul. Wojciecha Korfantego wszystkie adresy",1760,1426,1426,683,1426,683
4,141,Zespół Szkolno-Przedszkolny nr 3,ul. Jesionowa 14 Poznań,stały,"ul. Akacjowa wszystkie adresy, ul. Bielska wszystkie adresy, ul. Brzozowa wszystkie adresy, ul. Bytomska wszystkie adresy, ul. Cieszyńska wszystkie adresy, ul. Głogowa wszystkie adresy, ul. Goleszowska wszystkie adresy, ul. Jabłonkowska wszystkie adresy, ul. Jarzębowa wszystkie adresy, ul. Jaśminowa parzyste 2 - 10, ul. Jesionowa wszystkie adresy, ul. Modrzewiowa nieparzyste 37 - 49, parzyste 36 - 46, ul. Opolska nieparzyste 31 - 71, parzyste 36 - 70, ul. Rydzyńska parzyste 14, ul. Sosnowa nieparzyste 1 - 37, ul. Stobrawska wszystkie adresy, ul. Ustrońska wszystkie adresy, ul. Wiązowa wszystkie adresy, ul. Więzowska nieparzyste 1a - 13",1938,1559,1569,803,1569,802
4,142,Zespół Szkół Mechanicznych im. Komisji Edukacji Narodowej,ul. Świerkowa 8 Poznań,stały,"ul. Cisowa wszystkie adresy, ul. Czechosłowacka nieparzyste 53 - 97, parzyste 60 - 98, ul. Czeremchowa wszystkie adresy, ul. Czereśniowa wszystkie adresy, ul. Górecka nieparzyste 115 - 155, ul. Grabowa wszystkie adresy, ul. Gruszkowa wszystkie adresy, ul. Grzybowa wszystkie adresy, ul. Jaśminowa nieparzyste 3 - 17, ul. Jodłowa wszystkie adresy, ul. Modrzewiowa nieparzyste 25 - 29, parzyste 22 - 26, ul. Morelowa wszystkie adresy, ul. Olchowa wszystkie adresy, ul. Opolska nieparzyste 5 - 29, parzyste 14 - 32, ul. Południowa wszystkie adresy, ul. Rydzyńska parzyste 2 - 12, ul. Sosnowa parzyste 2 - 42, ul. Śliwkowa wszystkie adresy, ul. Świerkowa wszystkie adresy, ul. Tarninowa wszystkie adresy",2236,1842,1830,1047,1830,1037
4,143,Zespół Szkół Mechanicznych im. Komisji Edukacji Narodowej,ul. Świerkowa 8 Poznań,stały,"ul. Błotna wszystkie adresy, ul. Bohaterów Westerplatte wszystkie adresy, ul. Czechosłowacka nieparzyste 99 - 137a, parzyste 102 - 104a, ul. Głazowa nieparzyste 41 - 45a, parzyste 16 - 50, ul. Gołuchowska parzyste 2 - 16, ul. Gostyńska nieparzyste 51 - 127, parzyste 52 - 156, ul. Górecka parzyste 136 - 170, ul. Kamienna wszystkie adresy, ul. Kępińska wszystkie adresy, ul. Kobylińska wszystkie adresy, ul. Korzenna wszystkie adresy, ul. Koźmińska nieparzyste 3 - 13, ul. Leszczyńska nieparzyste 7 - 89, ul. Milicka wszystkie adresy, ul. Na Uboczu wszystkie adresy, ul. Nizinna wszystkie adresy, ul. Podmokła wszystkie adresy, ul. Poniecka wszystkie adresy, ul. Przełęcz nieparzyste 5 - 53, parzyste 36 - 66, ul. Przełom wszystkie adresy, ul. Rawicka nieparzyste 41 - 109, parzyste 44 - 128, ul. Szubińska wszystkie adresy, ul. Śmiełowska wszystkie adresy, ul. Włoszakowicka wszystkie adresy, ul. Żlebowa wszystkie adresy",2058,1675,1691,1093,1691,1094
4,144,Zespół Szkolno-Przedszkolny nr 3,ul. Jesionowa 14 Poznań,stały,"ul. Adama Grześkiewicza wszystkie adresy, ul. Eugeniusza Kwiatkowskiego nieparzyste 31 - 55a, parzyste 46 - 52, ul. Henryka Sucharskiego nieparzyste 41 - 55, parzyste 20 - 56, ul. Henryka Ułaszyna wszystkie adresy, ul. Hugona Kołłątaja nieparzyste 53 - 75, parzyste 50 - 158, ul. Ignacego Daszyńskiego wszystkie adresy, ul. Jana Pietrusińskiego nieparzyste 1 - 53, ul. Jana Wojkiewicza wszystkie adresy, ul. Jerzego Różyckiego wszystkie adresy, ul. Józefa Burszty wszystkie adresy, ul. Józefa Janiszewskiego wszystkie adresy, ul. Józefa Przybylskiego wszystkie adresy, ul. Karola Buczka nieparzyste 35 - 49, ul. Kazimierza Pużaka wszystkie adresy, ul. Leopolda Okulickiego parzyste 74 - 96, ul. Mariana Rejewskiego parzyste 30 - 58, ul. Marii Bohuszewiczówny wszystkie adresy, ul. Patrice`a Lumumby wszystkie adresy, ul. Pawła Cymsa wszystkie adresy, ul. Stanisława Kunickiego wszystkie adresy, ul. Stanisława Niedbalskiego wszystkie adresy, ul. Stanisława Nowakowskiego wszystkie adresy, ul. Stanisława Worcella wszystkie adresy, ul. Walentego Stefańskiego wszystkie adresy, ul. Zbigniewa Kiedacza wszystkie adresy",1547,1311,1312,818,1312,818
4,145,Zespół Szkolno-Przedszkolny nr 3,ul. Jesionowa 14 Poznań,stały,"ul. Bolesława Czerwińskiego wszystkie adresy, ul. Drawska wszystkie adresy, ul. Eugeniusza Kwiatkowskiego nieparzyste 13, parzyste 2 - 20, ul. Gołuchowska nieparzyste 1 - 65, parzyste 24 - 52, ul. Henryka Sucharskiego nieparzyste 1 - 11, parzyste 2 - 12, ul. Henryka Zygalskiego wszystkie adresy, ul. Ignacego Krasickiego nieparzyste 51 - 93, parzyste 64 - 110, ul. Jana Pietrusińskiego parzyste 4 - 36, ul. Jaraczewska wszystkie adresy, ul. Joachima Lelewela nieparzyste 73 - 121, parzyste 56 - 96, ul. Kotlińska wszystkie adresy, ul. Koźmińska nieparzyste 21 - 31, parzyste 6 - 38, ul. ks. Stanisława Brzóski wszystkie adresy, ul. Leopolda Okulickiego nieparzyste 69 - 115, ul. Leszczyńska nieparzyste 91 - 137a, ul. Mariana Rejewskiego parzyste 6 - 24, ul. Michała Ossowskiego wszystkie adresy, ul. Szamocińska wszystkie adresy, ul. Wielichowska wszystkie adresy, ul. Wojciecha Trąmpczyńskiego nieparzyste 31 - 81, parzyste 32 - 80, ul. Żerkowska wszystkie adresy",1612,1353,1352,802,1352,801
4,146,Zespół Szkolno-Przedszkolny nr 3,ul. Jesionowa 14 Poznań,stały,"ul. Błońska wszystkie adresy, ul. Bohdana Winiarskiego wszystkie adresy, ul. Franciszka Witaszka wszystkie adresy, ul. Hugona Kołłątaja nieparzyste 1 - 51, ul. Ignacego Krasickiego nieparzyste 3 - 47, parzyste 2 - 60, ul. Janusza Korczaka wszystkie adresy, ul. Joachima Lelewela nieparzyste 1 - 67, parzyste 2 - 50, ul. Karola Buczka parzyste 2 - 24, ul. Leopolda Okulickiego nieparzyste 1 - 67, parzyste 2 - 72, ul. Leszczyńska nieparzyste 143 - 189, parzyste 58 - 190, ul. Lubońska wszystkie adresy, ul. Opolska parzyste 114a - 152a, ul. Roberta Kocha wszystkie adresy, ul. Romana Kozaka wszystkie adresy, ul. Tadeusza Vetulaniego wszystkie adresy, ul. Wiktora Gosienieckiego wszystkie adresy, ul. Władysława Orkana wszystkie adresy, ul. Wojciecha Trąmpczyńskiego nieparzyste 1 - 25, parzyste 2 - 28, ul. Xawerego Dunikowskiego wszystkie adresy",2031,1724,1724,1014,1724,1018
5,147,Technikum Energetyczne im. Henryka Zygalskiego,ul. Jana Henryka Dąbrowskiego 163 Poznań,stały,"ul. Augustyna Szamarzewskiego nieparzyste 85 - 87, ul. Bednarska wszystkie adresy, ul. Botaniczna wszystkie adresy, ul. Grodziska nieparzyste 113 - 133, ul. Jana Henryka Dąbrowskiego nieparzyste 123 - 169 - 171, parzyste 130a - 140, ul. Józefa Kościelskiego wszystkie adresy, ul. Juliana Niemcewicza wszystkie adresy, ul. Michała Kajki wszystkie adresy, ul. Miła wszystkie adresy, ul. Polska parzyste 112 - 118, ul. Samuela Lindego wszystkie adresy, ul. Stanisława Przybyszewskiego parzyste 8 - 28, ul. Stefana Żeromskiego nieparzyste 3 - 39, ul. Szamotulska parzyste 78 - 100, ul. św. Wawrzyńca parzyste 62 - 96, ul. Wawrzyńca Engeströma wszystkie adresy, ul. Wilkońskich wszystkie adresy, ul. Zofii Nałkowskiej wszystkie adresy",1638,1407,1407,800,1407,800
5,148,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza,ul. Augustyna Szamarzewskiego 78/82 Poznań,stały,"ul. Augustyna Szamarzewskiego nieparzyste 89 - 97, parzyste 62 - 78/82, 84, ul. Bukowska nieparzyste 53a - 69c, ul. Grodziska nieparzyste 47 - 109, ul. Hoża parzyste 2 - 12a, ul. Jana Henryka Dąbrowskiego parzyste 144 - 146A, pl. Ludwika Waryńskiego wszystkie adresy, ul. Michała Sobeskiego wszystkie adresy, ul. Miodowa nieparzyste 5 - 7a, ul. Nowy Świat nieparzyste 1 - 15, ul. Stanisława Przybyszewskiego parzyste 30a, ul. Szamotulska nieparzyste 49 - 75, 77 - 87, parzyste 50 - 76, ul. Szpitalna nieparzyste 3 - 5, 27/33, parzyste 26 - 34",1804,1521,1539,836,1539,825
5,149,Szkoła Podstawowa nr 70 im. Mikołaja Kopernika,ul. Piękna 37 Poznań,stały,"ul. Augustyna Szamarzewskiego nieparzyste 99 - 103, ul. Bukowska nieparzyste 107 - 129, ul. Cienista wszystkie adresy, ul. Dobra wszystkie adresy, ul. Hoża nieparzyste 1 - 13, parzyste 18 - 22a, ul. Jana Henryka Dąbrowskiego parzyste 152 - 172, 174/176 - 202, ul. Luba wszystkie adresy, ul. Miodowa nieparzyste 9 - 35, parzyste 2 - 6, 8 - 34, ul. Nowina wszystkie adresy, ul. Nowy Świat parzyste 2 - 10b, ul. Piękna wszystkie adresy, ul. Polska parzyste 10 - 26, 30 - 108, ul. Radosna wszystkie adresy, ul. Swojska wszystkie adresy, ul. Szafirowa wszystkie adresy, ul. Szczęsna wszystkie adresy, ul. Szpitalna nieparzyste 7 - 19a, parzyste 2 - 18, ul. Wesoła wszystkie adresy, ul. Wiosenna wszystkie adresy, ul. Wonna wszystkie adresy, ul. Zimowa wszystkie adresy, ul. Złota wszystkie adresy",2270,1842,1862,1127,1862,1130
5,150,Zespół Szkół Geodezyjno-Drogowych im. Rudolfa Modrzejewskiego,ul. Szamotulska 33 Poznań,stały,"ul. Bukowska parzyste 74 - 98, ul. Grodziska nieparzyste 1 - 41, parzyste 2 - 40a, ul. Marcelińska nieparzyste 35, 37 - 51a, ul. Opalenicka wszystkie adresy, ul. Stanisława Przybyszewskiego parzyste 30, 32 - 66, ul. Szamotulska parzyste 2 - 12, 14 - 44a, ul. Wolsztyńska wszystkie adresy, ul. Zbąszyńska wszystkie adresy",1522,1272,1275,823,1275,823
5,151,Regionalne Centrum Krwiodawstwa i Krwiolecznictwa,ul. Marcelińska 44 Poznań,stały,"ul. Franciszka Lubeckiego wszystkie adresy, ul. Fryderyka Skarbka wszystkie adresy, ul. Grochowska parzyste 36 - 58, ul. Grunwaldzka nieparzyste 53, 55B1 - 75, ul. Jana Ostroroga wszystkie adresy, ul. Marcelińska parzyste 42 - 66e, ul. Pawła Włodkowica wszystkie adresy, ul. Rycerska nieparzyste 3 - 15, parzyste 2 - 8a, ul. Stanisława Przybyszewskiego nieparzyste 49, ul. Zakręt wszystkie adresy",1477,1256,1251,709,1251,709
5,152,Zespół Szkół Elektrycznych nr 2 im. ks. Piotra Wawrzyniaka,ul. Świt 25 Poznań,stały,"ul. Brzask nieparzyste 3 - 23C, parzyste 10 - 10D, ul. Grochowska parzyste 78 - 106, ul. Marcelińska nieparzyste 53 - 71, ul. Mgielna wszystkie adresy, ul. Międzychodzka wszystkie adresy, ul. Nowotomyska wszystkie adresy, ul. Sierakowska wszystkie adresy, ul. Szamotulska nieparzyste 1 - 33a, ul. Szronowa parzyste 4 - 24, ul. Świt nieparzyste 3, ul. Zorza wszystkie adresy",2207,1785,1782,1064,1782,1064
5,153,Zespół Szkół Elektrycznych nr 2 im. ks. Piotra Wawrzyniaka,ul. Świt 25 Poznań,stały,"ul. Bukowska parzyste 100 - 114d, ul. Grochowska parzyste 122a - 124c, ul. Jutrzenka wszystkie adresy, ul. Szamotulska nieparzyste 35 - 45a, ul. Świt nieparzyste 25 - 39, parzyste 2 - 34/36",2187,1859,1858,909,1858,905
5,154,Zespół Szkół Specjalnych nr 101 im. Jana Brzechwy,ul. Swoboda 41 Poznań,stały,"ul. Bukowska parzyste 116, 118a - 122c, 124a - 140, ul. Bułgarska parzyste 150a - 154c, ul. Grochowska nieparzyste 127 - 141, ul. Jesienna parzyste 2 - 8, ul. Modra nieparzyste 1 - 9, parzyste 2 - 10, 16a, 18a, 20a, 22a ul. Swoboda nieparzyste 1 - 29, parzyste 2/4 - 20, ul. Świt nieparzyste 47/49 - 51d, parzyste 38 - 48e",2009,1725,1726,783,1726,783
5,155,Zespół Szkół Specjalnych nr 101 im. Jana Brzechwy,ul. Swoboda 41 Poznań,stały,"ul. Brzask parzyste 12a - 16c, ul. Grochowska nieparzyste 83/85 - 93c, parzyste 110 - 120c, ul. Jesienna nieparzyste 11 - 35, parzyste 12 - 36, ul. Marcelińska nieparzyste 75 - 79A, ul. Modra nieparzyste 15 - 25, parzyste 16, 18, 20, 22, ul. Poranek wszystkie adresy, ul. Swoboda nieparzyste 31 - 59, ul. Szronowa nieparzyste 7a - 7b",2216,1879,1893,959,1893,957
5,156,Szkoła Podstawowa nr 91 z Oddziałami Dwujęzycznymi im. Józefa Wybickiego,ul. Promyk 4 Poznań,stały,"ul. Bułgarska parzyste 126a - 148, ul. Ognik nieparzyste 13a - 15c, parzyste 18 - 38, ul. Płomienna wszystkie adresy, ul. Promyk wszystkie adresy, ul. Swoboda parzyste 20a - 52",2024,1715,1730,803,1730,804
5,157,Szkoła Podstawowa nr 88 im. Poznańskich Koziołków,ul. Swoboda 53 Poznań,stały,"ul. Bułgarska parzyste 86 - 124, ul. Marcelińska nieparzyste 81a - 91d, ul. Ognik nieparzyste 9a - 11c, parzyste 2 - 16, ul. Swoboda parzyste 54 - 68a",2169,1850,1865,945,1865,949
5,158,Zespół Szkół Gastronomicznych im. Karola Libelta,ul. Podkomorska 49 Poznań,stały,"ul. Bułgarska parzyste 34 - 80d, ul. Cześnikowska nieparzyste 33 - 45, parzyste 20 - 30A, ul. Grochowska nieparzyste 57 - 79, ul. Kanclerska nieparzyste 15 - 31/33, ul. Marcelińska parzyste 70 - 86, ul. Marszałkowska nieparzyste 23 - 29, parzyste 18 - 48, ul. Podkomorska nieparzyste 11 - 49, parzyste 32 - 52a, ul. Rycerska nieparzyste 17 - 43, parzyste 10 - 28, ul. Senatorska nieparzyste 25 - 43, parzyste 20 - 38a, ul. Trybunalska nieparzyste 27 - 57, parzyste 28 - 54a",2141,1799,1804,1042,1804,1050
5,159,Zespół Szkół Gastronomicznych im. Karola Libelta,ul. Podkomorska 49 Poznań,stały,"ul. Cześnikowska nieparzyste 1a - 19, 21 - 29, parzyste 2 - 18b, ul. Grochowska nieparzyste 49 - 55a, ul. Grunwaldzka nieparzyste 81 - 119, ul. Husarska wszystkie adresy, ul. Kanclerska parzyste 2 - 28, ul. Kasztelańska nieparzyste 3 - 31, parzyste 4 - 8, ul. Marszałkowska nieparzyste 1 - 7, parzyste 2 - 16a, ul. Podstolińska wszystkie adresy",1916,1647,1665,910,1665,909
